,fine_labels,coarse_label
0,0,4
1,0,4
2,0,4
3,0,4
4,0,4
5,0,4
6,0,4
7,0,4
8,0,4
9,0,4
10,0,4
11,0,4
12,0,4
13,0,4
14,0,4
15,0,4
16,0,4
17,0,4
18,0,4
19,0,4
20,0,4
21,0,4
22,0,4
23,0,4
24,0,4
25,0,4
26,0,4
27,0,4
28,0,4
29,0,4
30,1,1
31,1,1
32,1,1
33,1,1
34,1,1
35,1,1
36,1,1
37,1,1
38,1,1
39,1,1
40,1,1
41,1,1
42,1,1
43,1,1
44,1,1
45,1,1
46,1,1
47,1,1
48,1,1
49,1,1
50,1,1
51,1,1
52,1,1
53,1,1
54,1,1
55,1,1
56,1,1
57,1,1
58,1,1
59,1,1
60,2,14
61,2,14
62,2,14
63,2,14
64,2,14
65,2,14
66,2,14
67,2,14
68,2,14
69,2,14
70,2,14
71,2,14
72,2,14
73,2,14
74,2,14
75,2,14
76,2,14
77,2,14
78,2,14
79,2,14
80,2,14
81,2,14
82,2,14
83,2,14
84,2,14
85,2,14
86,2,14
87,2,14
88,2,14
89,2,14
90,3,8
91,3,8
92,3,8
93,3,8
94,3,8
95,3,8
96,3,8
97,3,8
98,3,8
99,3,8
100,3,8
101,3,8
102,3,8
103,3,8
104,3,8
105,3,8
106,3,8
107,3,8
108,3,8
109,3,8
110,3,8
111,3,8
112,3,8
113,3,8
114,3,8
115,3,8
116,3,8
117,3,8
118,3,8
119,3,8
120,4,0
121,4,0
122,4,0
123,4,0
124,4,0
125,4,0
126,4,0
127,4,0
128,4,0
129,4,0
130,4,0
131,4,0
132,4,0
133,4,0
134,4,0
135,4,0
136,4,0
137,4,0
138,4,0
139,4,0
140,4,0
141,4,0
142,4,0
143,4,0
144,4,0
145,4,0
146,4,0
147,4,0
148,4,0
149,4,0
150,5,6
151,5,6
152,5,6
153,5,6
154,5,6
155,5,6
156,5,6
157,5,6
158,5,6
159,5,6
160,5,6
161,5,6
162,5,6
163,5,6
164,5,6
165,5,6
166,5,6
167,5,6
168,5,6
169,5,6
170,5,6
171,5,6
172,5,6
173,5,6
174,5,6
175,5,6
176,5,6
177,5,6
178,5,6
179,5,6
180,6,7
181,6,7
182,6,7
183,6,7
184,6,7
185,6,7
186,6,7
187,6,7
188,6,7
189,6,7
190,6,7
191,6,7
192,6,7
193,6,7
194,6,7
195,6,7
196,6,7
197,6,7
198,6,7
199,6,7
200,6,7
201,6,7
202,6,7
203,6,7
204,6,7
205,6,7
206,6,7
207,6,7
208,6,7
209,6,7
210,7,7
211,7,7
212,7,7
213,7,7
214,7,7
215,7,7
216,7,7
217,7,7
218,7,7
219,7,7
220,7,7
221,7,7
222,7,7
223,7,7
224,7,7
225,7,7
226,7,7
227,7,7
228,7,7
229,7,7
230,7,7
231,7,7
232,7,7
233,7,7
234,7,7
235,7,7
236,7,7
237,7,7
238,7,7
239,7,7
240,8,18
241,8,18
242,8,18
243,8,18
244,8,18
245,8,18
246,8,18
247,8,18
248,8,18
249,8,18
250,8,18
251,8,18
252,8,18
253,8,18
254,8,18
255,8,18
256,8,18
257,8,18
258,8,18
259,8,18
260,8,18
261,8,18
262,8,18
263,8,18
264,8,18
265,8,18
266,8,18
267,8,18
268,8,18
269,8,18
270,9,3
271,9,3
272,9,3
273,9,3
274,9,3
275,9,3
276,9,3
277,9,3
278,9,3
279,9,3
280,9,3
281,9,3
282,9,3
283,9,3
284,9,3
285,9,3
286,9,3
287,9,3
288,9,3
289,9,3
290,9,3
291,9,3
292,9,3
293,9,3
294,9,3
295,9,3
296,9,3
297,9,3
298,9,3
299,9,3
300,10,3
301,10,3
302,10,3
303,10,3
304,10,3
305,10,3
306,10,3
307,10,3
308,10,3
309,10,3
310,10,3
311,10,3
312,10,3
313,10,3
314,10,3
315,10,3
316,10,3
317,10,3
318,10,3
319,10,3
320,10,3
321,10,3
322,10,3
323,10,3
324,10,3
325,10,3
326,10,3
327,10,3
328,10,3
329,10,3
330,11,14
331,11,14
332,11,14
333,11,14
334,11,14
335,11,14
336,11,14
337,11,14
338,11,14
339,11,14
340,11,14
341,11,14
342,11,14
343,11,14
344,11,14
345,11,14
346,11,14
347,11,14
348,11,14
349,11,14
350,11,14
351,11,14
352,11,14
353,11,14
354,11,14
355,11,14
356,11,14
357,11,14
358,11,14
359,11,14
360,12,9
361,12,9
362,12,9
363,12,9
364,12,9
365,12,9
366,12,9
367,12,9
368,12,9
369,12,9
370,12,9
371,12,9
372,12,9
373,12,9
374,12,9
375,12,9
376,12,9
377,12,9
378,12,9
379,12,9
380,12,9
381,12,9
382,12,9
383,12,9
384,12,9
385,12,9
386,12,9
387,12,9
388,12,9
389,12,9
390,13,18
391,13,18
392,13,18
393,13,18
394,13,18
395,13,18
396,13,18
397,13,18
398,13,18
399,13,18
400,13,18
401,13,18
402,13,18
403,13,18
404,13,18
405,13,18
406,13,18
407,13,18
408,13,18
409,13,18
410,13,18
411,13,18
412,13,18
413,13,18
414,13,18
415,13,18
416,13,18
417,13,18
418,13,18
419,13,18
420,14,7
421,14,7
422,14,7
423,14,7
424,14,7
425,14,7
426,14,7
427,14,7
428,14,7
429,14,7
430,14,7
431,14,7
432,14,7
433,14,7
434,14,7
435,14,7
436,14,7
437,14,7
438,14,7
439,14,7
440,14,7
441,14,7
442,14,7
443,14,7
444,14,7
445,14,7
446,14,7
447,14,7
448,14,7
449,14,7
450,15,11
451,15,11
452,15,11
453,15,11
454,15,11
455,15,11
456,15,11
457,15,11
458,15,11
459,15,11
460,15,11
461,15,11
462,15,11
463,15,11
464,15,11
465,15,11
466,15,11
467,15,11
468,15,11
469,15,11
470,15,11
471,15,11
472,15,11
473,15,11
474,15,11
475,15,11
476,15,11
477,15,11
478,15,11
479,15,11
480,16,3
481,16,3
482,16,3
483,16,3
484,16,3
485,16,3
486,16,3
487,16,3
488,16,3
489,16,3
490,16,3
491,16,3
492,16,3
493,16,3
494,16,3
495,16,3
496,16,3
497,16,3
498,16,3
499,16,3
500,16,3
501,16,3
502,16,3
503,16,3
504,16,3
505,16,3
506,16,3
507,16,3
508,16,3
509,16,3
510,17,9
511,17,9
512,17,9
513,17,9
514,17,9
515,17,9
516,17,9
517,17,9
518,17,9
519,17,9
520,17,9
521,17,9
522,17,9
523,17,9
524,17,9
525,17,9
526,17,9
527,17,9
528,17,9
529,17,9
530,17,9
531,17,9
532,17,9
533,17,9
534,17,9
535,17,9
536,17,9
537,17,9
538,17,9
539,17,9
540,18,7
541,18,7
542,18,7
543,18,7
544,18,7
545,18,7
546,18,7
547,18,7
548,18,7
549,18,7
550,18,7
551,18,7
552,18,7
553,18,7
554,18,7
555,18,7
556,18,7
557,18,7
558,18,7
559,18,7
560,18,7
561,18,7
562,18,7
563,18,7
564,18,7
565,18,7
566,18,7
567,18,7
568,18,7
569,18,7
570,19,11
571,19,11
572,19,11
573,19,11
574,19,11
575,19,11
576,19,11
577,19,11
578,19,11
579,19,11
580,19,11
581,19,11
582,19,11
583,19,11
584,19,11
585,19,11
586,19,11
587,19,11
588,19,11
589,19,11
590,19,11
591,19,11
592,19,11
593,19,11
594,19,11
595,19,11
596,19,11
597,19,11
598,19,11
599,19,11
600,20,6
601,20,6
602,20,6
603,20,6
604,20,6
605,20,6
606,20,6
607,20,6
608,20,6
609,20,6
610,20,6
611,20,6
612,20,6
613,20,6
614,20,6
615,20,6
616,20,6
617,20,6
618,20,6
619,20,6
620,20,6
621,20,6
622,20,6
623,20,6
624,20,6
625,20,6
626,20,6
627,20,6
628,20,6
629,20,6
630,21,11
631,21,11
632,21,11
633,21,11
634,21,11
635,21,11
636,21,11
637,21,11
638,21,11
639,21,11
640,21,11
641,21,11
642,21,11
643,21,11
644,21,11
645,21,11
646,21,11
647,21,11
648,21,11
649,21,11
650,21,11
651,21,11
652,21,11
653,21,11
654,21,11
655,21,11
656,21,11
657,21,11
658,21,11
659,21,11
660,22,5
661,22,5
662,22,5
663,22,5
664,22,5
665,22,5
666,22,5
667,22,5
668,22,5
669,22,5
670,22,5
671,22,5
672,22,5
673,22,5
674,22,5
675,22,5
676,22,5
677,22,5
678,22,5
679,22,5
680,22,5
681,22,5
682,22,5
683,22,5
684,22,5
685,22,5
686,22,5
687,22,5
688,22,5
689,22,5
690,23,10
691,23,10
692,23,10
693,23,10
694,23,10
695,23,10
696,23,10
697,23,10
698,23,10
699,23,10
700,23,10
701,23,10
702,23,10
703,23,10
704,23,10
705,23,10
706,23,10
707,23,10
708,23,10
709,23,10
710,23,10
711,23,10
712,23,10
713,23,10
714,23,10
715,23,10
716,23,10
717,23,10
718,23,10
719,23,10
720,24,7
721,24,7
722,24,7
723,24,7
724,24,7
725,24,7
726,24,7
727,24,7
728,24,7
729,24,7
730,24,7
731,24,7
732,24,7
733,24,7
734,24,7
735,24,7
736,24,7
737,24,7
738,24,7
739,24,7
740,24,7
741,24,7
742,24,7
743,24,7
744,24,7
745,24,7
746,24,7
747,24,7
748,24,7
749,24,7
750,25,6
751,25,6
752,25,6
753,25,6
754,25,6
755,25,6
756,25,6
757,25,6
758,25,6
759,25,6
760,25,6
761,25,6
762,25,6
763,25,6
764,25,6
765,25,6
766,25,6
767,25,6
768,25,6
769,25,6
770,25,6
771,25,6
772,25,6
773,25,6
774,25,6
775,25,6
776,25,6
777,25,6
778,25,6
779,25,6
780,26,13
781,26,13
782,26,13
783,26,13
784,26,13
785,26,13
786,26,13
787,26,13
788,26,13
789,26,13
790,26,13
791,26,13
792,26,13
793,26,13
794,26,13
795,26,13
796,26,13
797,26,13
798,26,13
799,26,13
800,26,13
801,26,13
802,26,13
803,26,13
804,26,13
805,26,13
806,26,13
807,26,13
808,26,13
809,26,13
810,27,15
811,27,15
812,27,15
813,27,15
814,27,15
815,27,15
816,27,15
817,27,15
818,27,15
819,27,15
820,27,15
821,27,15
822,27,15
823,27,15
824,27,15
825,27,15
826,27,15
827,27,15
828,27,15
829,27,15
830,27,15
831,27,15
832,27,15
833,27,15
834,27,15
835,27,15
836,27,15
837,27,15
838,27,15
839,27,15
840,28,3
841,28,3
842,28,3
843,28,3
844,28,3
845,28,3
846,28,3
847,28,3
848,28,3
849,28,3
850,28,3
851,28,3
852,28,3
853,28,3
854,28,3
855,28,3
856,28,3
857,28,3
858,28,3
859,28,3
860,28,3
861,28,3
862,28,3
863,28,3
864,28,3
865,28,3
866,28,3
867,28,3
868,28,3
869,28,3
870,29,15
871,29,15
872,29,15
873,29,15
874,29,15
875,29,15
876,29,15
877,29,15
878,29,15
879,29,15
880,29,15
881,29,15
882,29,15
883,29,15
884,29,15
885,29,15
886,29,15
887,29,15
888,29,15
889,29,15
890,29,15
891,29,15
892,29,15
893,29,15
894,29,15
895,29,15
896,29,15
897,29,15
898,29,15
899,29,15
900,30,0
901,30,0
902,30,0
903,30,0
904,30,0
905,30,0
906,30,0
907,30,0
908,30,0
909,30,0
910,30,0
911,30,0
912,30,0
913,30,0
914,30,0
915,30,0
916,30,0
917,30,0
918,30,0
919,30,0
920,30,0
921,30,0
922,30,0
923,30,0
924,30,0
925,30,0
926,30,0
927,30,0
928,30,0
929,30,0
930,31,11
931,31,11
932,31,11
933,31,11
934,31,11
935,31,11
936,31,11
937,31,11
938,31,11
939,31,11
940,31,11
941,31,11
942,31,11
943,31,11
944,31,11
945,31,11
946,31,11
947,31,11
948,31,11
949,31,11
950,31,11
951,31,11
952,31,11
953,31,11
954,31,11
955,31,11
956,31,11
957,31,11
958,31,11
959,31,11
960,32,1
961,32,1
962,32,1
963,32,1
964,32,1
965,32,1
966,32,1
967,32,1
968,32,1
969,32,1
970,32,1
971,32,1
972,32,1
973,32,1
974,32,1
975,32,1
976,32,1
977,32,1
978,32,1
979,32,1
980,32,1
981,32,1
982,32,1
983,32,1
984,32,1
985,32,1
986,32,1
987,32,1
988,32,1
989,32,1
990,33,10
991,33,10
992,33,10
993,33,10
994,33,10
995,33,10
996,33,10
997,33,10
998,33,10
999,33,10
1000,33,10
1001,33,10
1002,33,10
1003,33,10
1004,33,10
1005,33,10
1006,33,10
1007,33,10
1008,33,10
1009,33,10
1010,33,10
1011,33,10
1012,33,10
1013,33,10
1014,33,10
1015,33,10
1016,33,10
1017,33,10
1018,33,10
1019,33,10
1020,34,12
1021,34,12
1022,34,12
1023,34,12
1024,34,12
1025,34,12
1026,34,12
1027,34,12
1028,34,12
1029,34,12
1030,34,12
1031,34,12
1032,34,12
1033,34,12
1034,34,12
1035,34,12
1036,34,12
1037,34,12
1038,34,12
1039,34,12
1040,34,12
1041,34,12
1042,34,12
1043,34,12
1044,34,12
1045,34,12
1046,34,12
1047,34,12
1048,34,12
1049,34,12
1050,35,14
1051,35,14
1052,35,14
1053,35,14
1054,35,14
1055,35,14
1056,35,14
1057,35,14
1058,35,14
1059,35,14
1060,35,14
1061,35,14
1062,35,14
1063,35,14
1064,35,14
1065,35,14
1066,35,14
1067,35,14
1068,35,14
1069,35,14
1070,35,14
1071,35,14
1072,35,14
1073,35,14
1074,35,14
1075,35,14
1076,35,14
1077,35,14
1078,35,14
1079,35,14
1080,36,16
1081,36,16
1082,36,16
1083,36,16
1084,36,16
1085,36,16
1086,36,16
1087,36,16
1088,36,16
1089,36,16
1090,36,16
1091,36,16
1092,36,16
1093,36,16
1094,36,16
1095,36,16
1096,36,16
1097,36,16
1098,36,16
1099,36,16
1100,36,16
1101,36,16
1102,36,16
1103,36,16
1104,36,16
1105,36,16
1106,36,16
1107,36,16
1108,36,16
1109,36,16
1110,37,9
1111,37,9
1112,37,9
1113,37,9
1114,37,9
1115,37,9
1116,37,9
1117,37,9
1118,37,9
1119,37,9
1120,37,9
1121,37,9
1122,37,9
1123,37,9
1124,37,9
1125,37,9
1126,37,9
1127,37,9
1128,37,9
1129,37,9
1130,37,9
1131,37,9
1132,37,9
1133,37,9
1134,37,9
1135,37,9
1136,37,9
1137,37,9
1138,37,9
1139,37,9
1140,38,11
1141,38,11
1142,38,11
1143,38,11
1144,38,11
1145,38,11
1146,38,11
1147,38,11
1148,38,11
1149,38,11
1150,38,11
1151,38,11
1152,38,11
1153,38,11
1154,38,11
1155,38,11
1156,38,11
1157,38,11
1158,38,11
1159,38,11
1160,38,11
1161,38,11
1162,38,11
1163,38,11
1164,38,11
1165,38,11
1166,38,11
1167,38,11
1168,38,11
1169,38,11
1170,39,5
1171,39,5
1172,39,5
1173,39,5
1174,39,5
1175,39,5
1176,39,5
1177,39,5
1178,39,5
1179,39,5
1180,39,5
1181,39,5
1182,39,5
1183,39,5
1184,39,5
1185,39,5
1186,39,5
1187,39,5
1188,39,5
1189,39,5
1190,39,5
1191,39,5
1192,39,5
1193,39,5
1194,39,5
1195,39,5
1196,39,5
1197,39,5
1198,39,5
1199,39,5
1200,40,5
1201,40,5
1202,40,5
1203,40,5
1204,40,5
1205,40,5
1206,40,5
1207,40,5
1208,40,5
1209,40,5
1210,40,5
1211,40,5
1212,40,5
1213,40,5
1214,40,5
1215,40,5
1216,40,5
1217,40,5
1218,40,5
1219,40,5
1220,40,5
1221,40,5
1222,40,5
1223,40,5
1224,40,5
1225,40,5
1226,40,5
1227,40,5
1228,40,5
1229,40,5
1230,41,19
1231,41,19
1232,41,19
1233,41,19
1234,41,19
1235,41,19
1236,41,19
1237,41,19
1238,41,19
1239,41,19
1240,41,19
1241,41,19
1242,41,19
1243,41,19
1244,41,19
1245,41,19
1246,41,19
1247,41,19
1248,41,19
1249,41,19
1250,41,19
1251,41,19
1252,41,19
1253,41,19
1254,41,19
1255,41,19
1256,41,19
1257,41,19
1258,41,19
1259,41,19
1260,42,8
1261,42,8
1262,42,8
1263,42,8
1264,42,8
1265,42,8
1266,42,8
1267,42,8
1268,42,8
1269,42,8
1270,42,8
1271,42,8
1272,42,8
1273,42,8
1274,42,8
1275,42,8
1276,42,8
1277,42,8
1278,42,8
1279,42,8
1280,42,8
1281,42,8
1282,42,8
1283,42,8
1284,42,8
1285,42,8
1286,42,8
1287,42,8
1288,42,8
1289,42,8
1290,43,8
1291,43,8
1292,43,8
1293,43,8
1294,43,8
1295,43,8
1296,43,8
1297,43,8
1298,43,8
1299,43,8
1300,43,8
1301,43,8
1302,43,8
1303,43,8
1304,43,8
1305,43,8
1306,43,8
1307,43,8
1308,43,8
1309,43,8
1310,43,8
1311,43,8
1312,43,8
1313,43,8
1314,43,8
1315,43,8
1316,43,8
1317,43,8
1318,43,8
1319,43,8
1320,44,15
1321,44,15
1322,44,15
1323,44,15
1324,44,15
1325,44,15
1326,44,15
1327,44,15
1328,44,15
1329,44,15
1330,44,15
1331,44,15
1332,44,15
1333,44,15
1334,44,15
1335,44,15
1336,44,15
1337,44,15
1338,44,15
1339,44,15
1340,44,15
1341,44,15
1342,44,15
1343,44,15
1344,44,15
1345,44,15
1346,44,15
1347,44,15
1348,44,15
1349,44,15
1350,45,13
1351,45,13
1352,45,13
1353,45,13
1354,45,13
1355,45,13
1356,45,13
1357,45,13
1358,45,13
1359,45,13
1360,45,13
1361,45,13
1362,45,13
1363,45,13
1364,45,13
1365,45,13
1366,45,13
1367,45,13
1368,45,13
1369,45,13
1370,45,13
1371,45,13
1372,45,13
1373,45,13
1374,45,13
1375,45,13
1376,45,13
1377,45,13
1378,45,13
1379,45,13
1380,46,14
1381,46,14
1382,46,14
1383,46,14
1384,46,14
1385,46,14
1386,46,14
1387,46,14
1388,46,14
1389,46,14
1390,46,14
1391,46,14
1392,46,14
1393,46,14
1394,46,14
1395,46,14
1396,46,14
1397,46,14
1398,46,14
1399,46,14
1400,46,14
1401,46,14
1402,46,14
1403,46,14
1404,46,14
1405,46,14
1406,46,14
1407,46,14
1408,46,14
1409,46,14
1410,47,17
1411,47,17
1412,47,17
1413,47,17
1414,47,17
1415,47,17
1416,47,17
1417,47,17
1418,47,17
1419,47,17
1420,47,17
1421,47,17
1422,47,17
1423,47,17
1424,47,17
1425,47,17
1426,47,17
1427,47,17
1428,47,17
1429,47,17
1430,47,17
1431,47,17
1432,47,17
1433,47,17
1434,47,17
1435,47,17
1436,47,17
1437,47,17
1438,47,17
1439,47,17
1440,48,18
1441,48,18
1442,48,18
1443,48,18
1444,48,18
1445,48,18
1446,48,18
1447,48,18
1448,48,18
1449,48,18
1450,48,18
1451,48,18
1452,48,18
1453,48,18
1454,48,18
1455,48,18
1456,48,18
1457,48,18
1458,48,18
1459,48,18
1460,48,18
1461,48,18
1462,48,18
1463,48,18
1464,48,18
1465,48,18
1466,48,18
1467,48,18
1468,48,18
1469,48,18
1470,49,10
1471,49,10
1472,49,10
1473,49,10
1474,49,10
1475,49,10
1476,49,10
1477,49,10
1478,49,10
1479,49,10
1480,49,10
1481,49,10
1482,49,10
1483,49,10
1484,49,10
1485,49,10
1486,49,10
1487,49,10
1488,49,10
1489,49,10
1490,49,10
1491,49,10
1492,49,10
